title,release_year,runtime
The Convent,1995.0,91.0
The Adventures of Pinocchio,1996.0,90.0
Joe's Apartment,1996.0,78.0
The First Wives Club,1996.0,102.0
Stonewall,1995.0,99.0
Ransom,1996.0,117.0
High School High,1996.0,86.0
Phat Beach,1996.0,89.0
Foxfire,1996.0,102.0
Chain Reaction,1996.0,107.0
Matilda,1996.0,98.0
Emma,1996.0,121.0
The Crow: City of Angels,1996.0,84.0
House Arrest,1996.0,108.0
Eyes Without a Face,1960.0,90.0
Bordello of Blood,1996.0,87.0
Lotto Land,1995.0,87.0
The Story of Xinghua,1994.0,90.0
The Day the Sun Turned Cold,1994.0,99.0
Flirt,1995.0,85.0
The Big Squeeze,1996.0,98.0
The Spitfire Grill,1996.0,117.0
Escape from L.A.,1996.0,97.0
Cyclo,1995.0,123.0
Basquiat,1996.0,108.0
Tin Cup,1996.0,135.0
Dingo,1991.0,109.0
The Ballad of Narayama,1958.0,98.0
Every Other Weekend,1990.0,104.0
Mille bolle blu,1993.0,0.0
Crows and Sparrows,1949.0,113.0
The Godfather,1972.0,175.0
Maybe... Maybe Not,1994.0,90.0
Police Story 3: Supercop,1992.0,95.0
Manny & Lo,1996.0,88.0
Wife,1953.0,89.0
Small Faces,1996.0,108.0
Bound,1996.0,108.0
Carpool,1996.0,89.0
Death in Brunswick,1990.0,109.0
Kansas City,1996.0,116.0
Gone Fishin',1997.0,94.0
Lover's Knot,1996.0,82.0
Vive L'Amour,1994.0,118.0
Shadow of Angels,1976.0,101.0
Killer: A Journal of Murder,1996.0,91.0
Nothing to Lose,1994.0,0.0
Project S,1993.0,104.0
Girls Town,1996.0,90.0
Bye-Bye,1995.0,104.0
The Relic,1997.0,110.0
The Island of Dr. Moreau,1996.0,96.0
First Kid,1996.0,101.0
The Trigger Effect,1996.0,94.0
Sweet Nothing,1995.0,89.0
Bogus,1996.0,110.0
Bulletproof,1996.0,84.0
Talk of Angels,1998.0,96.0
The Land Before Time III: The Time of the Great Giving,1995.0,71.0
1-900,1994.0,0.0
Baton Rouge,1988.0,
Halloween: The Curse of Michael Myers,1995.0,88.0
Twelfth Night,1996.0,134.0
Mother Night,1996.0,114.0
Liebelei,1933.0,88.0
Venice,2010.0,110.0
Wild Reeds,1994.0,115.0
For Whom the Bell Tolls,1943.0,170.0
The Philadelphia Story,1940.0,112.0
Singin' in the Rain,1952.0,103.0
An American in Paris,1951.0,113.0
Funny Face,1957.0,103.0
Breakfast at Tiffany's,1961.0,110.0
Vertigo,1958.0,128.0
Rear Window,1954.0,112.0
It Happened One Night,1934.0,105.0
Gaslight,1944.0,114.0
The Gay Divorcee,1934.0,107.0
North by Northwest,1959.0,136.0
The Apartment,1960.0,125.0
Some Like It Hot,1959.0,122.0
Charade,1963.0,113.0
Casablanca,1942.0,102.0
The Maltese Falcon,1941.0,100.0
My Fair Lady,1964.0,170.0
Sabrina,1954.0,113.0
Roman Holiday,1953.0,119.0
The Little Princess,1939.0,93.0
Meet Me in St. Louis,1944.0,113.0
The Wizard of Oz,1939.0,102.0
Gone with the Wind,1939.0,238.0
My Favorite Year,1982.0,92.0
Sunset Boulevard,1950.0,110.0
Citizen Kane,1941.0,119.0
2001: A Space Odyssey,1968.0,149.0
Golden Earrings,1947.0,95.0
All About Eve,1950.0,138.0
The Women,1939.0,133.0
Rebecca,1940.0,130.0
Foreign Correspondent,1940.0,120.0
Notorious,1946.0,102.0
Spellbound,1945.0,111.0
An Affair to Remember,1957.0,111.0
To Catch a Thief,1955.0,106.0
Father of the Bride,1950.0,92.0
The Band Wagon,1953.0,112.0
Ninotchka,1939.0,110.0
Love in the Afternoon,1957.0,130.0
Gigi,1958.0,116.0
The Reluctant Debutante,1958.0,94.0
The Adventures of Robin Hood,1938.0,102.0
The Mark of Zorro,1940.0,94.0
Laura,1944.0,88.0
The Ghost and Mrs. Muir,1947.0,104.0
Lost Horizon,1937.0,97.0
Top Hat,1935.0,101.0
To Be or Not to Be,1942.0,99.0
My Man Godfrey,1936.0,94.0
Giant,1956.0,201.0
East of Eden,1955.0,115.0
The Thin Man,1934.0,93.0
His Girl Friday,1940.0,92.0
Around the World in Eighty Days,1956.0,167.0
It's a Wonderful Life,1946.0,130.0
Mr. Smith Goes to Washington,1939.0,129.0
Bringing Up Baby,1938.0,102.0
Penny Serenade,1941.0,119.0
The Scarlet Letter,1926.0,115.0
Lady of Burlesque,1943.0,91.0
Of Human Bondage,1934.0,83.0
Angel on My Shoulder,1946.0,100.0
Little Lord Fauntleroy,1936.0,102.0
They Made Me a Criminal,1939.0,92.0
The Inspector General,1949.0,101.0
Angel and the Badman,1947.0,100.0
The 39 Steps,1935.0,86.0
A Walk in the Sun,1945.0,117.0
The Outlaw,1943.0,116.0
Night of the Living Dead,1968.0,96.0
The African Queen,1951.0,105.0
Beat the Devil,1953.0,89.0
Cat on a Hot Tin Roof,1958.0,108.0
The Last Time I Saw Paris,1954.0,116.0
Meet John Doe,1941.0,122.0
Algiers,1938.0,96.0
Something to Sing About,1937.0,93.0
A Farewell to Arms,1932.0,89.0
Moonlight Murder,1936.0,65.0
Nothing Personal,1996.0,83.0
"Yes, Madam",1985.0,93.0
Dangerous Ground,1997.0,95.0
Picnic,1955.0,115.0
Madagascar Skin,1995.0,96.0
The Pompatus of Love,1996.0,99.0
Small Wonders,1995.0,77.0
Fly Away Home,1996.0,107.0
Bliss,1997.0,103.0
Grace of My Heart,1996.0,116.0
Brother of Sleep,1995.0,127.0
Maximum Risk,1996.0,100.0
Michael Collins,1996.0,132.0
The Rich Man's Wife,1996.0,94.0
Infinity,1996.0,119.0
Big Night,1996.0,107.0
Last Man Standing,1996.0,101.0
Caught,1996.0,110.0
Set It Off,1996.0,118.0
2 Days in the Valley,1996.0,104.0
Curdled,1996.0,88.0
L'associé,1979.0,94.0
Ed's Next Move,1996.0,88.0
Extreme Measures,1996.0,118.0
The Glimmer Man,1996.0,92.0
D3: The Mighty Ducks,1996.0,104.0
The Chamber,1996.0,113.0
The Apple Dumpling Gang,1975.0,100.0
"Davy Crockett, King of the Wild Frontier",1955.0,93.0
Escape to Witch Mountain,1975.0,97.0
The Love Bug,1968.0,107.0
Herbie Rides Again,1974.0,88.0
Old Yeller,1957.0,83.0
The Parent Trap,1961.0,129.0
Pollyanna,1960.0,134.0
Homeward Bound: The Incredible Journey,1993.0,84.0
The Shaggy Dog,1959.0,104.0
Swiss Family Robinson,1960.0,126.0
That Darn Cat!,1965.0,112.0
"20,000 Leagues Under the Sea",1954.0,127.0
Cool Runnings,1993.0,98.0
Angels in the Outfield,1994.0,102.0
Cinderella,1950.0,74.0
Winnie the Pooh and the Blustery Day,1968.0,25.0
The Three Caballeros,1944.0,71.0
The Sword in the Stone,1963.0,79.0
So Dear to My Heart,1948.0,79.0
Robin Hood: Prince of Thieves,1991.0,143.0
Mary Poppins,1964.0,139.0
Dumbo,1941.0,64.0
Pete's Dragon,1977.0,128.0
Bedknobs and Broomsticks,1971.0,117.0
Alice in Wonderland,1951.0,75.0
The Fox and the Hound,1981.0,82.0
Freeway,1996.0,110.0
The Sound of Music,1965.0,174.0
Die Hard,1988.0,131.0
The Lawnmower Man,1992.0,108.0
Unhook the Stars,1996.0,103.0
Synthetic Pleasures,1995.0,85.0
The Secret Agent,1996.0,95.0
Secrets & Lies,1996.0,142.0
That Thing You Do!,1996.0,108.0
To Gillian on Her 37th Birthday,1996.0,93.0
Surviving Picasso,1996.0,125.0
Love Is All There Is,1996.0,105.0
Beautiful Thing,1996.0,90.0
The Long Kiss Goodnight,1996.0,120.0
The Ghost and the Darkness,1996.0,109.0
Looking for Richard,1996.0,112.0
Trees Lounge,1996.0,95.0
The Proprietor,1996.0,0.0
Normal Life,1996.0,101.0
Get on the Bus,1996.0,120.0
Shadow Conspiracy,1997.0,103.0
Jude,1996.0,123.0
Everyone Says I Love You,1996.0,101.0
Bitter Sugar,1996.0,102.0
Romeo + Juliet,1996.0,120.0
Swingers,1996.0,94.0
Sleepers,1996.0,147.0
The Sunchaser,1996.0,122.0
Johns,1996.0,96.0
Aladdin and the King of Thieves,1996.0,81.0
The Woman in Question,1952.0,88.0
Shall We Dance,1937.0,109.0
A Damsel in Distress,1937.0,101.0
Crossfire,1947.0,86.0
"Murder, My Sweet",1944.0,95.0
Macao,1952.0,81.0
For the Moment,1993.0,115.0
Willy Wonka & the Chocolate Factory,1971.0,100.0
The Sexual Life of the Belgians,1994.0,85.0
The Innocents,1961.0,100.0
Sleeper,1973.0,89.0
Bananas,1971.0,82.0
A Fish Called Wanda,1988.0,108.0
Life of Brian,1979.0,94.0
Victor/Victoria,1982.0,132.0
The Candidate,1972.0,110.0
The Great Race,1965.0,160.0
Bonnie and Clyde,1967.0,111.0
The Old Man and the Sea,1958.0,86.0
Dial M for Murder,1954.0,104.0
Madame Butterfly,1995.0,135.0
Dirty Dancing,1987.0,100.0
Reservoir Dogs,1992.0,99.0
Platoon,1986.0,120.0
Weekend at Bernie's,1989.0,97.0
Basic Instinct,1992.0,127.0
The Doors,1991.0,140.0
The Crying Game,1992.0,112.0
Glengarry Glen Ross,1992.0,100.0
Sophie's Choice,1982.0,151.0
E.T. the Extra-Terrestrial,1982.0,115.0
The Search for One-eye Jimmy,1994.0,80.0
A Christmas Carol,1938.0,69.0
Days of Thunder,1990.0,107.0
Top Gun,1986.0,110.0
American Strays,1996.0,97.0
Rebel Without a Cause,1955.0,111.0
A Streetcar Named Desire,1951.0,125.0
Children of the Corn IV: The Gathering,1996.0,85.0
The Leopard Son,1996.0,87.0
Charm's  Incidents,1996.0,88.0
Bird of Prey,1995.0,105.0
Microcosmos,1996.0,80.0
Palookaville,1995.0,92.0
The Associate,1996.0,114.0
The Funeral,1996.0,99.0
The Sleepover,2013.0,6.0
A Single Girl,1995.0,90.0
The Eighth Day,1996.0,118.0
North Star,1996.0,90.0
Drunks,1997.0,90.0
The People vs. Larry Flynt,1996.0,129.0
Glory Daze,1995.0,100.0
A Perfect Candidate,1996.0,105.0
On Golden Pond,1981.0,109.0
The Return of the Pink Panther,1975.0,113.0
Drop Dead Fred,1991.0,103.0
The Abyss,1989.0,139.0
The Fog,1980.0,89.0
Escape from New York,1981.0,99.0
The Howling,1981.0,91.0
Jean de Florette,1986.0,120.0
Manon of the Spring,1986.0,120.0
Johnny 100 Pesos,1993.0,90.0
Private Benjamin,1980.0,109.0
Monty Python and the Holy Grail,1975.0,91.0
Hustler White,1996.0,79.0
Dadetown,1995.0,93.0
Everything Relative,1996.0,110.0
Entertaining Angels - The Dorothy Day Story,1996.0,112.0
Three Lives and Only One Death,1996.0,123.0
The Line King: The Al Hirschfeld Story,1996.0,86.0
Snowriders,1996.0,96.0
Curtis's Charm,1995.0,74.0
When We Were Kings,1996.0,89.0
The Wrong Trousers,1993.0,30.0
JLG/JLG: Self-Portrait in December,1995.0,62.0
The Return of Martin Guerre,1982.0,122.0
Faust,1994.0,97.0
He Walked by Night,1948.0,79.0
Raw Deal,1948.0,79.0
T-Men,1947.0,92.0
The Children Are Watching Us,1944.0,84.0
Pastoral Symphony,1946.0,110.0
Here Comes Cookie,1935.0,65.0
Love In Bloom,1935.0,75.0
Six of a Kind,1934.0,62.0
The Tin Drum,1979.0,142.0
The Ruling Class,1972.0,154.0
Mina Tannenbaum,1994.0,0.0
2 or 3 Things I Know About Her,1967.0,100.0
The Bloody Child,1996.0,85.0
Dear God,1996.0,112.0
Bad Moon,1996.0,80.0
American Dream,1990.0,98.0
Best of the Best 3: No Turning Back,1995.0,90.0
Bob Roberts,1992.0,102.0
Cinema Paradiso,1988.0,124.0
"The Cook, the Thief, His Wife & Her Lover",1989.0,125.0
Dead Tired,1994.0,0.0
Delicatessen,1991.0,99.0
The Double Life of Veronique,1991.0,97.0
Enchanted April,1991.0,89.0
Paths of Glory,1957.0,88.0
The Grifters,1990.0,110.0
Hear My Song,1991.0,113.0
The Shooter,1997.0,91.0
The English Patient,1996.0,162.0
Mediterraneo,1991.0,96.0
My Left Foot: The Story of Christy Brown,1989.0,103.0
"Sex, Lies, and Videotape",1989.0,100.0
Passion Fish,1992.0,135.0
Strictly Ballroom,1992.0,94.0
The Thin Blue Line,1988.0,103.0
Tie Me Up! Tie Me Down!,1989.0,111.0
Madonna: Truth or Dare,1991.0,119.0
Paris is Burning,1990.0,71.0
One Flew Over the Cuckoo's Nest,1975.0,133.0
Up in Smoke,1978.0,86.0
The Empire Strikes Back,1980.0,124.0
The Princess Bride,1987.0,98.0
Raiders of the Lost Ark,1981.0,115.0
Brazil,1985.0,132.0
Aliens,1986.0,137.0
"The Good, the Bad and the Ugly",1966.0,161.0
Withnail & I,1987.0,107.0
12 Angry Men,1957.0,96.0
Lawrence of Arabia,1962.0,216.0
A Clockwork Orange,1971.0,136.0
To Kill a Mockingbird,1962.0,129.0
Apocalypse Now,1979.0,153.0
Once Upon a Time in the West,1968.0,175.0
Return of the Jedi,1983.0,135.0
Wings of Desire,1987.0,128.0
The Third Man,1949.0,104.0
GoodFellas,1990.0,145.0
Alien,1979.0,117.0
Army of Darkness,1992.0,81.0
The Big Blue,1988.0,168.0
Ran,1985.0,162.0
The Killer,1989.0,110.0
Psycho,1960.0,109.0
The Blues Brothers,1980.0,133.0
The Godfather: Part II,1974.0,200.0
Full Metal Jacket,1987.0,116.0
A Grand Day Out,1990.0,23.0
Henry V,1989.0,137.0
Amadeus,1984.0,160.0
The Quiet Man,1952.0,129.0
Once Upon a Time in America,1984.0,229.0
Raging Bull,1980.0,129.0
Annie Hall,1977.0,93.0
The Right Stuff,1983.0,193.0
Stalker,1979.0,163.0
Das Boot,1981.0,149.0
The Sting,1973.0,129.0
Harold and Maude,1971.0,91.0
Trust,1990.0,107.0
The Seventh Seal,1957.0,96.0
Local Hero,1983.0,111.0
The Terminator,1984.0,108.0
Braindead,1992.0,104.0
Glory,1989.0,122.0
Rosencrantz & Guildenstern Are Dead,1991.0,117.0
Manhattan,1979.0,96.0
Miller's Crossing,1990.0,115.0
Dead Poets Society,1989.0,129.0
The Graduate,1967.0,106.0
Touch of Evil,1958.0,95.0
La Femme Nikita,1990.0,115.0
The Bridge on the River Kwai,1957.0,161.0
8½,1963.0,138.0
Chinatown,1974.0,130.0
The Day the Earth Stood Still,1951.0,92.0
The Treasure of the Sierra Madre,1948.0,126.0
Bad Taste,1987.0,91.0
Duck Soup,1933.0,68.0
Better Off Dead...,1985.0,97.0
The Shining,1980.0,144.0
Stand by Me,1986.0,89.0
M,1931.0,117.0
Evil Dead II,1987.0,84.0
The Great Escape,1963.0,172.0
The Deer Hunter,1978.0,183.0
Diva,1981.0,117.0
Groundhog Day,1993.0,101.0
Unforgiven,1992.0,131.0
The Manchurian Candidate,1962.0,126.0
Pump up the Volume,1990.0,105.0
Arsenic and Old Lace,1944.0,118.0
Back to the Future,1985.0,116.0
Fried Green Tomatoes,1991.0,130.0
Patton,1970.0,172.0
Down by Law,1986.0,107.0
Akira,1988.0,124.0
Highlander,1986.0,116.0
Cool Hand Luke,1967.0,126.0
Cyrano de Bergerac,1990.0,137.0
Young Frankenstein,1974.0,106.0
Night on Earth,1991.0,129.0
Raise the Red Lantern,1991.0,125.0
The Great Dictator,1940.0,125.0
Fantasia,1940.0,124.0
High Noon,1952.0,85.0
The Big Sleep,1946.0,116.0
Heathers,1988.0,102.0
Somewhere in Time,1980.0,103.0
Ben-Hur,1959.0,212.0
This Is Spinal Tap,1984.0,82.0
Koyaanisqatsi,1982.0,87.0
Some Kind of Wonderful,1987.0,95.0
Indiana Jones and the Last Crusade,1989.0,127.0
Being There,1979.0,130.0
Gandhi,1982.0,191.0
The Unbearable Lightness of Being,1988.0,171.0
A Room with a View,1985.0,117.0
Real Genius,1985.0,106.0
Pink Floyd: The Wall,1982.0,95.0
The Killing Fields,1984.0,141.0
My Life as a Dog,1985.0,101.0
Forbidden Planet,1956.0,98.0
Field of Dreams,1989.0,107.0
The Man Who Would Be King,1975.0,129.0
Butch Cassidy and the Sundance Kid,1969.0,110.0
"Paris, Texas",1984.0,147.0
Until the End of the World,1991.0,287.0
When Harry Met Sally...,1989.0,96.0
I Shot a Man in Vegas,1996.0,86.0
Parallel Sons,1995.0,93.0
Hype!,1996.0,84.0
Santa with Muscles,1996.0,93.0
Female Perversions,1996.0,119.0
Mad Dog Time,1996.0,93.0
Breathing Room,1996.0,90.0
Paris Was a Woman,1996.0,75.0
I'm Not Rappaport,1996.0,135.0
Blue Juice,1995.0,90.0
Kids of Survival,1996.0,0.0
Alien³,1992.0,114.0
An American Werewolf in London,1981.0,97.0
Amityville: It's About Time,1992.0,91.0
Amityville 3-D,1983.0,105.0
Amityville: Dollhouse,1996.0,93.0
Amityville: A New Generation,1993.0,90.0
Amityville II: The Possession,1982.0,104.0
The Amityville Horror,1979.0,117.0
The Amityville Curse,1989.0,91.0
Blood for Dracula,1974.0,103.0
April Fool's Day,1986.0,89.0
Audrey Rose,1977.0,113.0
The Believers,1987.0,114.0
The Birds,1963.0,119.0
The Blob,1958.0,86.0
Blood Beach,1980.0,92.0
Body Parts,1991.0,88.0
The Body Snatcher,1945.0,77.0
Dracula,1992.0,128.0
Bride of Frankenstein,1935.0,75.0
Burnt Offerings,1976.0,116.0
Candyman,1992.0,99.0
Cape Fear,1991.0,128.0
Cape Fear,1962.0,105.0
Carrie,1976.0,98.0
Cat People,1982.0,118.0
A Nightmare on Elm Street,1984.0,91.0
Nosferatu,1922.0,94.0
Vampire in Venice,1988.0,97.0
The Omen,1976.0,111.0
Blood and Wine,1996.0,101.0
Albino Alligator,1996.0,97.0
The Mirror Has Two Faces,1996.0,126.0
Breaking the Waves,1996.0,159.0
Nightwatch,1997.0,102.0
Star Trek: First Contact,1996.0,111.0
Shine,1996.0,105.0
Sling Blade,1996.0,135.0
Jingle All the Way,1996.0,89.0
Identification of a Woman,1982.0,128.0
Paradise Lost: The Child Murders at Robin Hood Hills,1996.0,150.0
The Preacher's Wife,1996.0,124.0
Zero Kelvin,1995.0,118.0
Ridicule,1996.0,102.0
The Crucible,1996.0,124.0
101 Dalmatians,1996.0,103.0
The Forbidden Christ,1951.0,0.0
I Can't Sleep,1994.0,112.0
Die Hard 2,1990.0,124.0
Star Trek: The Motion Picture,1979.0,132.0
Star Trek VI: The Undiscovered Country,1991.0,113.0
Star Trek V: The Final Frontier,1989.0,107.0
Star Trek II: The Wrath of Khan,1982.0,113.0
Star Trek III: The Search for Spock,1984.0,105.0
Star Trek IV: The Voyage Home,1986.0,119.0
Batman Returns,1992.0,126.0
Young Guns,1988.0,107.0
Young Guns II,1990.0,132.0
Grease,1978.0,110.0
Grease 2,1982.0,115.0
Marked for Death,1990.0,94.0
Adrenalin: Fear the Rush,1996.0,77.0
The Substance of Fire,1996.0,97.0
Under Siege,1992.0,103.0
Terror in a Texas Town,1958.0,80.0
Jaws,1975.0,124.0
Jaws 2,1978.0,116.0
Jaws 3-D,1983.0,99.0
My Fellow Americans,1996.0,101.0
Mars Attacks!,1996.0,106.0
Citizen Ruth,1996.0,104.0
Jerry Maguire,1996.0,139.0
Raising Arizona,1987.0,94.0
Tin Men,1987.0,112.0
Sneakers,1992.0,126.0
Bastard Out of Carolina,1996.0,97.0
In Love and War,1996.0,113.0
Marvin's Room,1996.0,98.0
Somebody Is Waiting,1996.0,96.0
Ghosts of Mississippi,1996.0,130.0
Night Falls on Manhattan,1996.0,113.0
Beavis and Butt-Head Do America,1996.0,81.0
La Cérémonie,1995.0,111.0
Scream,1996.0,111.0
The Last of the Mohicans,1992.0,112.0
Michael,1996.0,105.0
The Evening Star,1996.0,129.0
Hamlet,1996.0,242.0
Some Mother's Son,1996.0,112.0
The Whole Wide World,1996.0,106.0
Mother,1996.0,104.0
Thieves,1996.0,117.0
Evita,1996.0,134.0
The Portrait of a Lady,1996.0,144.0
Walkabout,1971.0,95.0
Message to Love: The Isle of Wight Festival,1996.0,127.0
Murder at 1600,1997.0,107.0
Hearts and Minds,1995.0,113.0
Inside,1996.0,94.0
Fierce Creatures,1997.0,93.0
Zeus & Roxanne,1997.0,98.0
Turbulence,1997.0,100.0
Angel Baby,1995.0,105.0
First Strike,1996.0,107.0
Underworld,1996.0,95.0
Beverly Hills Ninja,1997.0,88.0
Metro,1997.0,117.0
The Machine,1994.0,0.0
Falling in Love Again,1980.0,103.0
The Cement Garden,1993.0,105.0
Dante's Peak,1997.0,108.0
Meet Wally Sparks,1997.0,105.0
Amos & Andrew,1993.0,96.0
Benny & Joon,1993.0,98.0
Prefontaine,1997.0,106.0
A Tickle in the Heart,1996.0,90.0
Guantanamera,1995.0,105.0
McHale's Navy,1997.0,108.0
Kolya,1996.0,105.0
Gridlock'd,1997.0,91.0
Fire on the Mountain,1996.0,72.0
Waiting for Guffman,1996.0,84.0
Prisoner of the Mountains,1996.0,99.0
The Beautician and the Beast,1997.0,105.0
SubUrbia,1996.0,121.0
Hotel de Love,1996.0,95.0
The Pest,1997.0,82.0
Fools Rush In,1997.0,109.0
Touch,1997.0,96.0
Absolute Power,1997.0,121.0
That Darn Cat,1997.0,89.0
Vegas Vacation,1997.0,93.0
Unforgotten: Twenty-Five Years After Willowbrook,1997.0,0.0
That Old Feeling,1997.0,105.0
Lost Highway,1997.0,134.0
Rosewood,1997.0,140.0
Donnie Brasco,1997.0,127.0
Salut cousin !,1996.0,0.0
Booty Call,1997.0,79.0
Rhyme & Reason,1997.0,0.0
Boys Life 2,1997.0,74.0
City of Industry,1997.0,97.0
Best Men,1997.0,90.0
Jungle 2 Jungle,1997.0,97.0
Kama Sutra - A Tale of Love,1996.0,117.0
Private Parts,1997.0,109.0
Love Jones,1997.0,104.0
The Saint,1997.0,116.0
Smilla's Sense of Snow,1997.0,121.0
The Van,1996.0,100.0
Crash,1996.0,100.0
The Daytrippers,1996.0,87.0
Liar Liar,1997.0,86.0
The Quiet Room,1996.0,93.0
Selena,1997.0,127.0
The Devil's Own,1997.0,107.0
Cats Don't Dance,1997.0,75.0
B.A.P.S.,1997.0,90.0
Love and Other Catastrophes,1996.0,78.0
Turbo: A Power Rangers Movie,1997.0,99.0
Anna Karenina,1997.0,108.0
Double Team,1997.0,93.0
Inventing the Abbotts,1997.0,110.0
Anaconda,1997.0,89.0
Grosse Pointe Blank,1997.0,107.0
Keys to Tulsa,1997.0,113.0
Kissed,1996.0,78.0
8 Heads in a Duffel Bag,1997.0,95.0
Hollow Reed,1996.0,102.0
Paradise Road,1997.0,122.0
Traveller,1997.0,101.0
All Over Me,1997.0,93.0
A Brother's Kiss,1997.0,92.0
A Chef in Love,1996.0,100.0
Romy and Michele's High School Reunion,1997.0,92.0
Temptress Moon,1996.0,130.0
Volcano,1997.0,104.0
Children of the Revolution,1996.0,101.0
Austin Powers: International Man of Mystery,1997.0,94.0
Breakdown,1997.0,95.0
Broken English,1996.0,92.0
Commandments,1997.0,88.0
Ripe,1996.0,92.0
"Truth or Consequences, N.M.",1997.0,106.0
The Turning,1992.0,87.0
Warriors of Virtue,1997.0,103.0
Fathers' Day,1997.0,89.0
The Fifth Element,1997.0,126.0
Intimate Relations,1996.0,105.0
Nowhere,1997.0,82.0
Losing Chase,1996.0,98.0
Sprung,1997.0,105.0
The Promise,1995.0,115.0
Le Bonheur,1965.0,79.0
Love! Valour! Compassion!,1997.0,108.0
Shall We Dance?,1996.0,136.0
The Second Jungle Book: Mowgli & Baloo,1997.0,88.0
Twin Town,1997.0,99.0
Addicted to Love,1997.0,100.0
Brassed Off,1996.0,107.0
The Designated Mourner,1997.0,94.0
The Lost World: Jurassic Park,1997.0,129.0
Ponette,1996.0,97.0
Schizopolis,1996.0,96.0
Shiloh,1996.0,93.0
The War at Home,1996.0,119.0
Rough Magic,1995.0,100.0
Trial and Error,1997.0,98.0
Buddy,1997.0,84.0
Con Air,1997.0,115.0
Late Bloomers,1996.0,107.0
The Pillow Book,1996.0,126.0
To Have (Or Not),1995.0,89.0
Speed 2: Cruise Control,1997.0,121.0
Squeeze,1997.0,95.0
Sudden Manhattan,1996.0,80.0
The Next Step,1997.0,0.0
Wedding Bell Blues,1996.0,102.0
Batman & Robin,1997.0,125.0
Dream with the Fishes,1997.0,97.0
Roseanna's Grave,1997.0,98.0
Head Above Water,1996.0,92.0
Hercules,1997.0,93.0
The Last Time I Committed Suicide,1997.0,92.0
MURDER and murder,1996.0,113.0
My Best Friend's Wedding,1997.0,105.0
Tetsuo II: Body Hammer,1992.0,83.0
When the Cat's Away,1996.0,91.0
Contempt,1963.0,103.0
Face/Off,1997.0,138.0
Fall,1997.0,93.0
Gabbeh,1996.0,75.0
Mondo,1995.0,80.0
The Innocent Sleep,1996.0,110.0
For Ever Mozart,1996.0,84.0
Men in Black,1997.0,98.0
Out to Sea,1997.0,106.0
Wild America,1997.0,106.0
A Simple Wish,1997.0,86.0
Contact,1997.0,150.0
Love Serenade,1996.0,101.0
G.I. Jane,1997.0,125.0
Conan the Barbarian,1982.0,129.0
George of the Jungle,1997.0,92.0
Cop Land,1997.0,104.0
Event Horizon,1997.0,96.0
Spawn,1997.0,96.0
Air Bud,1997.0,98.0
Picture Perfect,1997.0,105.0
In the Company of Men,1997.0,97.0
Free Willy 3: The Rescue,1997.0,86.0
Career Girls,1997.0,83.0
Conspiracy Theory,1997.0,135.0
Desperate Measures,1998.0,100.0
Steel,1997.0,97.0
She's So Lovely,1997.0,100.0
Hoodlum,1997.0,130.0
Leave it to Beaver,1997.0,84.0
Mimic,1997.0,105.0
Money Talks,1997.0,97.0
Excess Baggage,1997.0,101.0
Kull the Conqueror,1997.0,95.0
Air Force One,1997.0,124.0
One Eight Seven,1997.0,119.0
The Hunt for Red October,1990.0,134.0
My Own Private Idaho,1991.0,104.0
"Kiss Me, Guido",1997.0,86.0
Star Maps,1997.0,86.0
In & Out,1997.0,90.0
The Edge,1997.0,117.0
The Peacemaker,1997.0,124.0
L.A. Confidential,1997.0,138.0
Seven Years in Tibet,1997.0,136.0
Kiss the Girls,1997.0,115.0
Soul Food,1997.0,114.0
Kicked in the Head,1997.0,87.0
Wishmaster,1997.0,90.0
A Thousand Acres,1997.0,105.0
The Game,1997.0,129.0
Fire Down Below,1997.0,105.0
U Turn,1997.0,125.0
The Locusts,1997.0,124.0
